alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.5308370	0.5573544	0.0286820	0.0856257	0.4596424	0.8015810	0.3853851	0.1692466	0.6291505
0.7913729	0.8004920	0.0101106	0.0318426	0.2357417	0.7099935	0.3587345	0.2249874	0.6825370
0.5056960	0.6888345	0.0393484	0.1019845	0.3038775	0.6716952	0.3469155	0.2258847	0.5636928
0.4825285	0.2279930	0.0264710	0.2063256	0.3011474	0.5326033	0.5366391	0.4638378	0.4434876
0.5562526	0.5276559	0.0026417	0.0368277	0.2823323	0.7168831	0.2950273	0.1184602	0.7579273
0.8058422	0.5368340	0.0293230	0.1016135	0.2179982	0.5730639	0.3582880	0.2124889	0.6661040
0.6628543	0.4188654	0.0508502	0.0636295	0.2496721	0.6072354	0.1617476	0.1245723	0.8314626
0.7431870	0.2460001	0.0400891	0.0905113	0.2525686	0.6028241	0.2845752	0.1588948	0.5576445
0.7829048	0.6851135	0.0416540	0.0613789	0.2447132	0.7620288	0.3268753	0.0937919	0.7775196
