alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.4322529	0.3418901	0.0735145	0.0733145	0.4244106	0.6755872	0.2865412	0.1577965	0.7160811
0.7026584	0.2440520	0.0335858	0.0445991	0.3039199	0.7239884	0.3716563	0.1476980	0.6598076
0.6431991	0.6054498	0.0264104	0.1071675	0.1951017	0.6968078	0.3327145	0.2126785	0.6870805
0.7508525	0.5669652	0.0355179	0.1016938	0.3114199	0.7380863	0.3500257	0.1295844	0.9151745
0.7299112	0.5646849	0.0490015	0.0886425	0.0989489	0.6925543	0.2481823	0.2263172	0.8045030
0.7710384	0.6575712	0.0773287	0.1305806	0.3131463	0.3522424	0.1954343	0.1993744	0.6944187
0.7355149	0.4279168	0.0442333	0.0596938	0.2241842	0.6605260	0.1345984	0.2050623	0.6201505
0.8011475	0.5201574	0.0657325	0.0670183	0.2651044	0.7042611	0.2415767	0.0748163	0.6721407
0.7088636	0.2562418	0.1659291	0.3556643	0.3904575	0.3696742	0.7523847	0.6857996	0.3564485
