alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.0000000	0.2011809	0.0247718	0.0977660	0.6814579	0.6669947	0.2368993	0.1365748	0.7125043
0.9595271	0.0002177	0.0468313	0.0939987	0.2837106	0.6396765	0.2631567	0.1915739	0.6872970
0.6219483	0.7384190	0.0000000	0.0671139	0.3483982	0.6915848	0.4642325	0.1825126	0.5856500
0.8017364	0.5310422	0.0446397	0.0000000	0.1708962	0.6785537	0.3560176	0.2845271	0.7479697
0.6888738	0.4107185	0.0270015	0.0714739	0.0030061	0.6610107	0.3252189	0.1554521	0.7728454
0.7704031	0.4806708	0.0477796	0.0512187	0.2400619	0.0000000	0.2312194	0.1638910	0.8743079
0.6230387	0.4191754	0.0170948	0.1098870	0.3429366	0.7298253	0.0000000	0.2033879	0.7044089
0.7499948	0.4303556	0.0366306	0.0765429	0.2965999	0.7567656	0.3356888	0.0000000	0.6980591
0.8359888	0.1416359	0.6368436	0.6231042	0.8632386	0.0366462	0.6698342	0.7227317	0.0000000
