alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.7112582	0.7534942	0.0330249	0.1120557	0.5259237	1.0666753	0.5013698	0.2793909	0.9251812
1.0311961	0.9636731	0.0169457	0.0676855	0.3176895	0.9749750	0.4187162	0.2456515	0.9379750
0.8097535	0.8157608	0.0362479	0.1062378	0.4450292	0.9139335	0.4744249	0.3700966	0.7999315
0.7085508	0.3355782	0.0494342	0.2259476	0.4605057	0.7582971	0.7777675	0.7679831	0.6227017
0.8488872	0.6452131	0.0071383	0.0516369	0.4466363	0.8932038	0.3948094	0.1749727	0.9740228
1.0470036	0.5741245	0.0702010	0.1374089	0.2747855	0.9651453	0.4571241	0.2848607	0.9644774
1.0126628	0.5378179	0.0588707	0.1037344	0.3721082	0.9336705	0.2428371	0.2056465	1.0880593
1.0717434	0.2731362	0.0608028	0.1112747	0.3051144	0.9345380	0.4064227	0.2247393	0.9047446
1.0330215	0.8258534	0.0622130	0.0888662	0.3764777	0.9659511	0.4119374	0.1434947	1.0688816
