alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.0000000	0.3238772	0.0490488	0.1189631	1.0461547	1.0220987	0.3838923	0.1555516	0.9775202
1.0898139	0.0006712	0.0485846	0.1293323	0.3305511	1.0248029	0.4502000	0.2628420	0.9105599
1.0203850	1.0830518	0.0000000	0.0994285	0.3528915	1.0255340	0.5390293	0.2551807	0.8926554
1.0450279	0.7664495	0.0421061	0.0000000	0.3146669	0.9837586	0.4199321	0.3184320	1.0495285
0.9908841	0.6594200	0.0546203	0.1173443	0.0031930	0.9853058	0.4249930	0.2609006	1.0456112
1.0733109	0.7006103	0.0638888	0.0959705	0.3343458	0.0000000	0.4019748	0.2076729	1.1788090
0.9662663	0.6279325	0.0514516	0.1311287	0.3646176	0.9787471	0.0000000	0.3324284	1.0484474
1.0678150	0.6414462	0.0700699	0.0801988	0.3366801	0.9630664	0.3367780	0.0000000	0.9682309
1.1635175	0.0906261	0.9662773	0.9634946	1.0594854	0.0709207	0.9704270	0.9941375	0.0000000
