alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.0000000	0.0853882	1.0000000	0.9999367	0.9999985	0.0643332	0.9999985	0.9999905	0.0000001
1.0000000	0.9999811	0.0000000	0.0973100	0.0000023	0.9726898	0.3995491	0.2273051	1.0000000
