alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.0000000	0.3382951	0.0621739	0.0973100	1.0000000	0.9726898	0.3995491	0.2273051	1.0000000
1.0000000	0.0000031	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
1.0000000	0.9954942	0.0000000	0.0973100	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
1.0000000	0.6761895	0.0621739	0.0000000	0.3316647	0.9726898	0.3995491	0.2273051	1.0000000
1.0000000	0.6799028	0.0621739	0.0973100	0.0000000	0.9726898	0.3995491	0.2273051	1.0000000
1.0000000	0.6761895	0.0621739	0.0973100	0.3316647	0.0000000	0.3995491	0.2273051	1.0000000
1.0000000	0.6761895	0.0621739	0.0973100	0.3316647	0.9726898	0.0000000	0.2273051	1.0000000
1.0000000	0.6761895	0.0621739	0.0973100	0.3316647	0.9726898	0.3995491	0.0000010	1.0000000
1.0000000	0.0853859	1.0000000	0.9999998	1.0000000	0.0643280	1.0000000	0.9999971	0.0000000
