alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.0000000	0.0853772	1.0000000	0.9999998	1.0000000	0.0643280	1.0000000	0.9999971	0.0000000
1.0000000	0.9999860	0.0000000	0.0973100	0.0000000	0.9726898	0.3995491	0.2273051	1.0000000
