alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.0000000	0.0977885	0.9968307	0.9338320	1.1429602	0.0750097	1.0185329	0.9554607	0.0000000
0.9241951	0.9604488	0.0000000	0.0956871	0.0000000	0.9791201	0.4841442	0.2661103	0.9653576
