alkB	alkA	livK	livJ	lysU	kbl	livG	aidB	lrp
0.0000000	0.0852383	0.8594083	0.6319344	0.7865551	0.0367450	0.6680855	0.6950587	0.0000000
0.6754611	0.6636441	0.0000000	0.1024951	0.0000000	0.6728449	0.2996084	0.1833251	0.6739758
