G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0462607	0.0447528	0.1041758	0.6552160	0.1149259	0.9041146	1.0000000	0.2054189	0.6279303	0.2567365	0.4018892	0.6644940	0.2229973
0.0924059	0.0223913	0.1041768	0.6579389	0.1149259	0.9003547	1.0000000	0.2060068	0.6313668	0.2577277	0.4377868	0.6854836	0.2034402
0.0924059	0.0447528	0.0520884	0.6613250	0.1149259	0.9003547	1.0000000	0.2060068	0.6313668	0.2577277	0.4377868	0.6854836	0.2034402
0.0924059	0.0447528	0.1041768	0.3289897	0.1149259	0.9003547	1.0000000	0.2060068	0.6313669	0.2577277	0.4377869	0.6854837	0.2034401
0.0924059	0.0338242	0.1041768	0.6579390	0.0574638	0.9003547	1.0000000	0.2060069	0.6313669	0.2577277	0.4377869	0.6854838	0.2034400
0.0854284	0.0447528	0.1051437	0.9813866	0.1149259	0.4505341	1.0000000	0.3010964	0.9299081	0.4751677	0.4317897	0.6820647	0.2075458
0.1248838	0.2484573	0.1057092	0.8098359	0.5151943	0.7324888	0.5000000	0.2788832	0.8305789	0.4098658	0.5114739	0.5299690	0.2279269
0.0924059	0.0447528	0.1041768	0.6579390	0.1149259	0.9003547	1.0000000	0.1030036	0.4431925	0.2577277	0.4377869	0.6854838	0.2034400
0.0924059	0.0447528	0.1041768	0.6579389	0.1149259	0.9003547	1.0000000	0.2060068	0.3156947	0.2577277	0.4377869	0.6854837	0.2034401
0.1831327	0.0447528	0.1041806	0.6680581	0.1149259	0.8869151	1.0000000	0.1123565	0.1178922	0.1307006	0.5226801	0.7296304	0.1248694
0.0924059	0.0447528	0.1041768	0.6579390	0.1149259	0.9003547	1.0000000	0.2060069	0.6313670	0.2577277	0.2187445	0.5612700	0.2325132
0.0924059	0.0447528	0.1041768	0.6579390	0.1149259	0.9003547	1.0000000	0.2060069	0.6313669	0.2577277	0.4369457	0.3424985	0.2640705
0.0924059	0.0447528	0.1041768	0.6579389	0.1149259	0.9003547	1.0000000	0.2060068	0.6313669	0.2577277	0.4381018	0.6856706	0.1016971
