G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0.1750288	0.1310659	0.0351728	0.7849765	0.4173851	1.0000000	0.1292240	0.1692311	0.2452052	0.4608098	0.5154432	0.5271170	0.8549591
0.2160690	0.3298439	0.4926432	0.9239988	0.1457637	0.4342269	0.8677578	0.0083878	0.0073120	0.6195331	0.5687705	0.5347311	0.9468529
0.3093324	0.1490679	0.0586581	0.7868175	0.3148632	0.5530372	0.3545540	0.1431819	0.2885945	0.1471294	0.0214865	0.0729680	0.9995490
0.2604556	0.0920844	0.4644226	0.9913537	0.5225638	0.8196322	0.6244104	0.0736103	0.0001309	0.6066429	0.1436181	0.3512765	0.8378537
0.3202525	0.1432855	0.0351500	0.8553552	0.5952930	1.0000000	0.1312105	0.0458744	0.2004154	0.4606518	0.2168929	0.5019357	0.7794926
0.0008482	0.1852397	0.3560302	0.9771829	0.0006122	0.7743862	0.1989503	0.0659974	0.1397435	1.0000000	0.0070656	0.2528676	1.0000000
0.2076775	0.3866192	0.0760993	0.6584813	0.5247599	0.6890288	0.6167612	0.0327662	0.0339864	0.7228010	0.1983769	0.6072083	0.9999657
0.3562088	0.1534580	0.1635095	0.9697866	0.6249422	1.0000000	0.0491977	0.2194658	0.4739868	0.3112466	0.5107733	0.6357328	0.9390253
0.2290219	0.1564956	0.4965572	0.9912967	0.4603797	0.9319242	0.3640354	0.1145584	0.0002323	0.5125682	0.0617114	0.1919868	0.9999343
0.3443516	0.1546818	0.1428820	0.9647798	0.6589588	1.0000000	0.2146406	0.1419195	0.0677208	0.3757814	0.3472640	0.5781527	0.9990642
0.2669515	0.0789891	0.3457727	0.9525841	0.5425987	1.0000000	0.0513572	0.1841024	0.2963131	0.4606757	0.1491019	0.3600529	0.9896567
0.3202525	0.0812952	0.2983593	0.9885577	0.5952931	1.0000000	0.5732494	0.0309913	0.0001059	0.4606518	0.2807743	0.6774323	0.9994163
0.2984108	0.0713305	0.1069283	0.9263965	0.5678816	0.8849902	0.6021652	0.0595879	0.0002366	0.5203592	0.1493544	0.4246765	0.9291714
