G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0105492	0.4293973	0.0031089	0.2425057	0.1305965	0.9891317	0.9208936	0.2691000	0.8775637	0.2129716	0.3009660	0.7408128	0.2954459
0.0793129	0.1061977	0.0783588	0.4175562	0.0258253	0.8306100	0.9308857	0.2395140	0.7016793	0.3224203	0.1158032	0.5134753	0.2915589
0.0765964	0.0959557	0.1099756	1.0304036	0.1199159	0.4920703	1.0084160	0.6087648	1.0336251	0.5092989	0.1891129	0.9011070	0.1028474
0.0286738	0.2036119	0.1076332	0.7243572	0.0073909	0.8711791	1.0053035	0.1045273	0.5984724	0.2735899	0.4523184	0.6462961	0.0995539
0.1201779	0.0935970	0.1042057	0.6141034	0.0116402	0.8314328	0.9947952	0.3631883	0.9539854	0.3009626	0.3352930	0.6034284	0.0021208
0.0230376	0.0708973	0.0003416	0.5135607	0.0092341	0.7933491	0.9915964	0.4706501	0.8207330	0.3253716	0.0759026	0.4699461	0.2901878
0.3417628	0.0239080	0.0813734	0.5325489	0.0987738	0.9449839	1.0200341	0.0892880	0.1069231	0.0589381	0.5034510	1.0711465	0.0073603
0.0003216	0.0320492	0.0408377	0.9555088	0.1117580	0.5973425	0.9051092	0.2420252	0.7890410	0.4227153	0.1287684	0.4507490	0.2118740
0.0890824	0.0227385	0.1462885	0.5983827	0.1638200	1.0415496	1.0440198	0.0971328	0.8087607	0.2447181	0.2578909	0.6588510	0.1866746
0.0038176	0.0072002	0.1292837	0.8667599	0.1143698	0.6416571	0.9578855	0.5617028	1.0254289	0.3410892	0.1224966	0.9225035	0.1505311
0.1574095	0.0003180	0.0982189	0.5277896	0.0264219	0.8406297	1.0021994	0.0422479	0.3789653	0.2628422	0.4712217	0.6273066	0.1570328
0.0104925	0.0107606	0.0018864	0.9012587	0.0822397	0.5192769	0.5999814	0.0798901	0.5046354	0.3495945	0.4140506	0.5809936	0.0361101
0.0025307	0.1479751	0.0948869	0.5960496	0.0766099	0.9308627	1.0628791	0.4328317	0.8201438	0.2512296	0.2314439	0.7050997	0.2218212
