G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0.1557940	0.1210008	0.0436841	0.8642872	0.4527528	1.0003879	0.1373347	0.1624787	0.2694568	0.4503215	0.5758836	0.4913935	0.8048626
0.2740329	0.4035576	0.5528261	0.9146749	0.1602357	0.4451834	0.8684012	0.0077374	0.0073167	0.5858187	0.6105755	0.5665037	1.0050219
0.2391120	0.1267344	0.0453357	0.8258370	0.3570906	0.5429244	0.3008022	0.1705364	0.3144288	0.1115322	0.0237730	0.0461494	0.9982694
0.3326741	0.0807412	0.4872511	1.0276146	0.6382105	0.8661789	0.6340881	0.0777335	0.0005753	0.5864112	0.2088400	0.3928333	0.8740365
0.2832015	0.1178816	0.0279444	0.9088334	0.5823987	1.0011573	0.1283173	0.0452627	0.2272078	0.5199295	0.1467236	0.5148140	0.7760385
0.0022725	0.1865365	0.3759859	0.9527944	0.0018841	0.7230620	0.1957978	0.0515671	0.1158672	1.0075323	0.0086285	0.2628945	0.9936354
0.1563938	0.4855670	0.0650464	0.5532621	0.5200895	0.7103973	0.6855004	0.0272628	0.0431426	0.8417673	0.1934112	0.6392288	0.9208436
0.3966346	0.1516393	0.1558701	1.0313438	0.7411227	0.9834037	0.0492885	0.1973259	0.4952420	0.2931146	0.7414516	0.6743396	0.9821107
0.2253490	0.1963064	0.4960265	0.9626081	0.3723048	0.9969097	0.3963836	0.0950286	0.0025123	0.5782918	0.0198596	0.1449421	1.0467535
0.3964993	0.1459835	0.1362912	0.9917250	0.6110936	0.9927388	0.1818596	0.1629106	0.0553126	0.3926871	0.3707848	0.5074223	1.0005980
0.2331221	0.0746211	0.3354400	0.9676492	0.5847964	1.0742065	0.0386366	0.1797148	0.3176556	0.4346850	0.1547482	0.4285663	0.9736713
0.3318758	0.0813321	0.3572440	1.0777939	0.6084771	1.0628719	0.5897275	0.0299443	0.0007016	0.5308833	0.3219629	0.7829784	1.0729741
0.3063049	0.0782966	0.1108227	0.9489769	0.5946810	0.8133759	0.7005467	0.0937213	0.0003740	0.5960923	0.1178964	0.5497305	0.9296168
