G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0.1970102	0.1852730	0.2292446	1.0125826	0.4826684	1.0195593	0.5620873	0.1127096	0.0015155	0.4726880	0.0893869	0.2905254	1.0873918
0.3159235	0.0764065	0.1742923	0.9705807	0.7338207	0.9682126	0.6926305	0.1312994	0.0005940	0.4417537	0.3752945	0.5789779	1.1191269
0.2987519	0.1930083	0.1031797	0.8724640	0.6875439	1.0978230	0.4891656	0.1033697	0.0002078	0.5288865	0.3713913	0.5829286	1.0162206
0.3374620	0.3889727	0.3390580	0.4748917	0.6337671	1.0894030	0.6039688	0.0992984	0.0005764	0.4471687	0.3408272	0.5616047	0.9527331
0.3167545	0.1460186	0.2036070	1.0299431	0.3440715	1.0611506	0.6265782	0.1435787	0.0034875	0.4869915	0.1574391	0.4580517	0.9950276
0.1554714	0.3315485	0.2717565	0.8211142	0.2161396	0.5131241	0.8248836	0.0503510	0.0056265	0.8467313	0.0511084	0.1691121	1.0130749
0.3698042	0.1309178	0.1668913	1.0448585	0.7139904	0.9770592	0.3195058	0.1503740	0.0008982	0.4829203	0.5418559	0.5886031	1.0966925
0.3573112	0.1673985	0.1811534	0.9978517	0.7303528	0.9727293	0.5791781	0.0387283	0.0002837	0.4896670	0.5203792	0.4806904	0.9796697
0.3080064	0.1839958	0.1553997	0.9482905	0.6979757	0.9779510	0.5496130	0.1002584	0.0009102	0.5892165	0.3381136	0.5365834	0.9776281
0.3742625	0.1775525	0.1560738	0.9587974	0.6227359	1.0568556	0.5914339	0.1573258	0.0063284	0.2456041	0.5333418	0.5524952	1.0920235
0.3479068	0.1818535	0.1837089	0.9556003	0.6334395	1.0186599	0.5655827	0.0930050	0.0006408	0.4166700	0.1476633	0.2918754	0.9801957
0.2882635	0.1662658	0.1946108	0.9896808	0.6155421	0.9975203	0.5966232	0.0871378	0.0005375	0.4867421	0.2696242	0.2245167	1.0619401
0.3602924	0.1895111	0.2035292	0.9727602	0.5976531	0.9708270	0.6027327	0.1151171	0.0001795	0.4696224	0.3008773	0.4019577	0.5513029
