G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0.0000000	1.0000000	0.9147676	0.0357140	0.0269502	0.0000000	0.5547516	0.2787143	0.2432755	1.0000000	0.0589429	0.1993851	1.0000000
0.9999997	1.0000000	0.9147683	0.0357089	0.0269502	0.0000000	1.0000000	0.7343837	0.7710346	0.0000000	0.0589429	0.1993851	1.0000000
0.0000000	0.1531455	0.1816304	0.9710850	0.0269502	1.0000000	0.5732494	0.0455811	0.0000788	0.9483949	0.0000000	0.0225861	1.0000000
0.0000000	0.1531455	0.1816304	0.9710850	0.0269502	1.0000000	0.5732494	0.0455811	0.0000788	0.9483949	0.0589429	0.0000000	1.0000000
0.0000000	0.1531455	0.1816304	0.9710850	0.0269502	1.0000000	0.5732494	0.0455811	0.0000788	0.9483949	0.0589429	0.1993851	0.0000000
0.5575201	0.0000000	0.5914929	0.0357138	0.0269502	0.0000000	0.5547516	0.2787143	0.2432755	1.0000000	0.0589429	0.1993851	1.0000000
0.5575208	1.0000000	0.0000000	0.0357150	0.0269502	0.0000000	0.5547518	0.2787017	0.2432295	1.0000000	0.0589429	0.1993852	1.0000000
0.5575208	1.0000000	0.9147663	0.0000036	0.0269502	0.0000000	0.5547518	0.2787017	0.2432295	1.0000000	0.0589429	0.1993852	1.0000000
0.5575201	1.0000000	0.9147676	0.0357140	0.0000000	0.0000000	0.5547516	0.2787143	0.2432755	1.0000000	0.0589429	0.1993851	1.0000000
0.5575198	1.0000000	0.9147683	0.0357089	0.0269502	0.0000000	0.0000000	0.4755358	0.3027681	1.0000000	0.0589429	0.1993851	1.0000000
0.5575201	1.0000000	0.9147676	0.0357140	0.0269502	0.0000000	0.5547806	0.0000000	0.2314887	1.0000000	0.0589429	0.1993851	1.0000000
0.5575201	1.0000000	0.9147676	0.0357140	0.0269502	0.0000000	1.0000000	0.2112558	0.0000000	1.0000000	0.0589429	0.1993851	1.0000000
0.5575201	1.0000000	0.9147676	0.0357140	0.0269502	0.0000000	0.5547516	0.2787143	0.2432755	1.0000000	0.0000000	0.0225862	1.0000000
