G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0323652	0.4020062	0.0020727	0.2017052	0.1860813	0.7574551	0.7630558	0.2141005	0.6142641	0.1652152	0.3009767	0.5790903	0.3267221
0.0546277	0.0812480	0.0441508	0.3754453	0.0194951	0.7157275	0.7505179	0.1685438	0.5577850	0.2787328	0.1005926	0.4595761	0.2798940
0.0760233	0.0670754	0.0780873	0.8019404	0.1005373	0.4517654	0.6708606	0.4597987	0.9759879	0.4286680	0.1148879	0.7019263	0.0640244
0.0288187	0.2054791	0.1041194	0.5609444	0.0044313	0.7033911	0.8615106	0.0843676	0.4376652	0.2343607	0.3275040	0.4401226	0.0758588
0.1224727	0.0871803	0.0794879	0.5387416	0.0267792	0.7197956	0.6656572	0.3493189	0.7546012	0.2735677	0.3623857	0.5469742	0.0013393
0.0158391	0.0431763	0.0001760	0.4162291	0.0119061	0.5880634	0.8373191	0.3479699	0.5804123	0.2336978	0.1063983	0.3467768	0.3220356
0.2305482	0.0295129	0.0545103	0.4363857	0.0516608	0.7731353	0.7324313	0.0605065	0.0569662	0.0475603	0.4148284	0.8386430	0.0174698
0.0001069	0.0154280	0.0423468	0.7245292	0.0979563	0.4802290	0.6800930	0.1769123	0.5902977	0.2914049	0.0873144	0.2943019	0.1768883
0.0598830	0.0111852	0.0903728	0.5660022	0.1041363	0.9068228	0.7864020	0.0812862	0.6628047	0.1404572	0.2341577	0.5060158	0.2016085
0.0022691	0.0047942	0.1190363	0.6628232	0.0795126	0.6119224	0.7052870	0.3085804	0.8872980	0.2482189	0.1156953	0.8256896	0.1013139
0.1314091	0.0002630	0.0649055	0.4626521	0.0114781	0.7590178	0.8072458	0.0224989	0.3203622	0.2046285	0.3686330	0.4415327	0.1132614
0.0081910	0.0079751	0.0036004	0.7936252	0.0568520	0.3586350	0.4976268	0.0556739	0.3976657	0.4228725	0.3236520	0.4584622	0.0242989
0.0024456	0.1244528	0.0630506	0.4847135	0.0775940	0.7486928	0.7961469	0.3460399	0.5573186	0.1976341	0.2328352	0.6452735	0.2293428
