G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0000000	0.6464056	0.8755311	0.5828067	0.6910942	0.3887815	0.0000000	0.6911496	0.4896201	0.7061698	0.3419397	0.2907694	0.7289394
0.7540804	0.7158188	0.8227272	0.6638207	0.8138916	0.0000000	0.0000000	0.7985974	0.5183900	0.7988689	0.7200232	0.1871308	0.2312621
0.8248732	0.6685048	0.8802501	0.5912483	0.8786520	0.1508207	0.0000000	0.2371390	0.0394920	0.0000000	0.9331554	0.1987111	0.2759793
0.0000000	0.0196116	0.0841184	0.5002749	0.0762331	0.7917156	0.7318160	0.2453889	0.5599957	0.1979852	0.0000000	0.4794454	0.1456060
0.0000000	0.0439569	0.0857944	0.4461962	0.0710439	0.8440415	0.8421041	0.1859033	0.5523159	0.1933991	0.3148042	0.0000000	0.2043325
0.0000000	0.0538469	0.0701387	0.5266796	0.0613606	0.6600032	0.8775353	0.1546862	0.4689839	0.2297019	0.3139867	0.5046169	0.0000000
0.0914661	0.0204280	0.0000000	0.6580970	0.1060730	0.0000000	0.9014345	0.2362594	0.8017785	0.4135842	0.3526387	0.6136230	0.1946943
0.7682438	0.6960629	0.0000000	0.7582203	0.8589666	0.2066131	0.0000000	0.7045845	0.5989356	0.7781645	0.6698988	0.1741156	0.2650944
0.7849691	0.0220783	0.7330568	0.6068112	0.0000000	0.2334730	0.0000000	0.7827357	0.5441825	0.7554207	0.6614722	0.2379616	0.2633312
0.7031076	0.6191592	0.8775837	0.6750124	0.7799868	0.2407469	0.0000000	0.0000000	0.5352654	0.7191619	0.8714982	0.1476143	0.2822320
0.7790267	0.6768084	0.8066499	0.5735409	0.7225686	0.2325440	0.0000000	0.8200015	0.6847278	0.9270538	0.0000000	0.0458132	0.2288610
0.7125156	0.6741937	0.9414787	0.6484544	0.8049615	0.1648581	0.0000000	0.7104800	0.5497179	0.8272643	0.7791322	0.0000000	0.2727522
0.8032744	0.6861830	0.5893291	0.5251479	0.6762568	0.1989705	0.0000000	0.6095219	0.4898683	0.8053754	0.7494317	0.1812184	0.0000000
