"Time"	G0	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15
750	1.0704179	0.6170276	0.0668663	0.5866618	0.4746211	0.6833600	0.0158093	0.7428111	0.3811743	0.6513426	0.2504575	0.2992237	0.2757478	0.7863765	0.0281640	0.8578166
800	1.0305888	0.5965534	0.0755687	0.6190896	0.5068295	0.6208612	0.0199987	0.8086024	0.4017047	0.5994312	0.2357502	0.2763417	0.2351213	0.7699367	0.0226820	0.7843557
850	1.0291018	0.6864172	0.0768942	0.5582051	0.4524792	0.5999615	0.0007621	0.8583242	0.4283673	0.6310374	0.2257649	0.2630875	0.2424732	0.8108265	0.0254005	0.7526342
900	1.0589365	0.7011667	0.0646289	0.6000527	0.4585213	0.6573047	0.0035249	0.7596046	0.4410261	0.5410942	0.2456359	0.2223732	0.2858128	0.7227934	0.0136463	0.7939535
950	1.0774610	0.6635819	0.0513274	0.5534973	0.4607562	0.6965899	0.0021272	0.7460406	0.4107810	0.5395622	0.2405985	0.2239350	0.2742096	0.7384112	0.0220896	0.8223904
1000	1.0077744	0.6854888	0.0651827	0.5347361	0.4557724	0.7086269	0.0157336	0.6827018	0.4433837	0.5507857	0.2743300	0.1853493	0.2451598	0.7217886	0.0153661	0.8017819

0	1.0292582	0.6365749	0.0473712	0.6517803	0.5555690	0.7394196	0.0061377	0.6655635	0.5274779	0.7307343	0.2671613	0.3444116	0.3001965	0.7594602	0.0336901	0.7279898
50	1.0329678	0.9094212	0.0637233	0.5050422	0.5226400	0.6665296	0.0089172	0.7228254	0.1358500	0.5849363	0.2567907	0.3428954	0.2453772	0.7413136	0.0161853	0.7795052
100	1.0177360	0.9279443	0.0921735	0.3660613	0.3761829	0.7755531	0.0153030	0.7794931	0.0635526	0.5410495	0.2899335	0.2041451	0.2883191	0.7609152	0.0013575	0.7208906
150	1.0453608	0.9382630	0.0985725	0.3551121	0.2520303	0.7817414	0.0023863	0.7891014	0.0360489	0.6149859	0.2880640	0.1719392	0.2355100	0.7097686	0.0010435	0.7588242
200	0.9076752	0.9637889	0.0966735	0.3024216	0.1981903	0.7915225	0.0002844	0.7452045	0.0533822	0.5956051	0.3087773	0.1767668	0.1736881	0.7247754	0.0041783	0.7930229
250	0.9393455	1.0443097	0.0944817	0.1937214	0.1495388	0.7177359	0.0000000	0.6969576	0.0733927	0.5439559	0.3407370	0.1177809	0.0892193	0.8836359	0.0000484	0.8237265
300	0.9752020	0.9710515	0.1241834	0.2855333	0.1287331	0.6947629	0.0000116	0.7859892	0.0516873	0.5106851	0.3261672	0.1840664	0.0949380	0.8866799	0.0002763	0.7851159
350	0.9476903	0.9302631	0.1132239	0.2676423	0.1389018	0.7479445	0.0000103	0.8311778	0.0424899	0.5173774	0.2896109	0.1774657	0.1208355	0.9016946	0.0045261	0.6947808
400	0.9763092	0.9843927	0.1330051	0.2550504	0.1524811	0.7040247	0.0000573	0.8103502	0.0598886	0.4510961	0.3149949	0.1929126	0.1033247	0.9834872	0.0095908	0.6728976
450	0.9584853	0.8866223	0.1492522	0.2691363	0.1465713	0.6712577	0.0028700	0.8891013	0.0362627	0.5043280	0.2649223	0.2005836	0.1019066	0.8967605	0.0094588	0.6715225
500	0.9661292	0.9419120	0.1018931	0.3276032	0.1334383	0.7347582	0.0018483	0.8165143	0.0454790	0.3205911	0.2459162	0.2102623	0.1071648	0.9365323	0.0144450	0.6679457
550	0.9944428	0.7017000	0.1032845	0.2689589	0.1491713	0.6551901	0.0002456	0.8367358	0.3282254	0.5260690	0.2017947	0.1361898	0.0996021	0.8995629	0.0645400	0.5716521
600	0.9942552	0.5591687	0.1110052	0.4760973	0.2976825	0.6369267	0.0000000	0.8214622	0.4242033	0.5229152	0.2241785	0.1726554	0.1481266	0.8752259	0.0897470	0.6065404
650	0.9678119	0.6538769	0.1003731	0.5009725	0.4377776	0.7022646	0.0012329	0.8289947	0.4620773	0.6023229	0.2573666	0.2038300	0.2006322	0.7991150	0.0845002	0.6350384
700	0.9468197	0.5510224	0.0816999	0.4560800	0.4418715	0.7394707	0.0048575	0.8003239	0.4674150	0.6172577	0.3081313	0.2250983	0.2319715	0.7774847	0.0591036	0.6274748
750	1.0142109	0.6750623	0.0999144	0.5617470	0.4601418	0.6766548	0.0076373	0.7811883	0.3981301	0.5271500	0.2570708	0.2363113	0.2495865	0.6624497	0.0313087	0.7220669
800	0.9807883	0.5949891	0.0610131	0.5512181	0.4297062	0.7294030	0.0112459	0.7894047	0.4198960	0.5953081	0.2919267	0.2214689	0.2284852	0.7480946	0.0346343	0.6573772
850	1.0928521	0.6351977	0.0754766	0.6081337	0.4226870	0.6503979	0.0038172	0.6828668	0.4445023	0.6203175	0.3134664	0.2030772	0.2539918	0.7005538	0.0364412	0.6773276
900	1.0679129	0.6383918	0.0796600	0.6265179	0.4384152	0.6707424	0.0000000	0.5980122	0.4838527	0.5904384	0.2928316	0.2146346	0.2511886	0.6639135	0.0475036	0.7081494
950	0.9467308	0.6859120	0.0452440	0.5480995	0.5100396	0.6168795	0.0102949	0.7365009	0.4383687	0.5348119	0.2501188	0.2047105	0.2723606	0.7632948	0.0375272	0.8223054
1000	0.8947475	0.6788709	0.0479907	0.5667616	0.5442675	0.6642895	0.0120256	0.7064600	0.4067473	0.4887835	0.2297982	0.2396737	0.2661323	0.7968593	0.0204525	0.7571846

0	1.0292582	0.6365749	0.0473712	0.6517803	0.5555690	0.7394196	0.0061377	0.6655635	0.5274779	0.7307343	0.2671613	0.3444116	0.3001965	0.7594602	0.0336901	0.7279898
50	0.5200760	0.5764239	0.0782775	0.5009782	0.5434524	0.9361961	0.0185149	0.7111895	0.4844080	0.6731562	0.2330919	0.3695374	0.4044551	0.7650035	0.0293120	0.7509319
100	0.4006578	0.4320385	0.0753582	0.5370841	0.5761292	0.9697035	0.0175607	0.6255920	0.5906129	0.5869761	0.2410484	0.5397503	0.4234453	0.8123110	0.0302522	0.7430143
150	0.4111079	0.3479381	0.1067761	0.4235563	0.5390472	0.9496367	0.0114688	0.5323364	0.7518634	0.6256327	0.2270322	0.6781389	0.4520568	0.8500329	0.0369426	0.7545836
200	0.3473051	0.2366564	0.1333435	0.5077869	0.4862176	0.9034410	0.0031794	0.4756745	0.7166519	0.5541653	0.2215531	0.6983209	0.4708332	0.8381072	0.0436113	0.6844856
250	0.3573734	0.1739482	0.2040264	0.5786308	0.4877321	0.8569077	0.0117849	0.3714573	0.7604197	0.5081238	0.2646301	0.7250951	0.6073517	0.8448213	0.0491600	0.7287048
300	0.3736585	0.1698964	0.2234141	0.5861304	0.4817715	0.8810327	0.0042424	0.3013286	0.7184257	0.5510811	0.2681118	0.6967097	0.5785160	0.8752079	0.0580204	0.7654626
350	0.3879109	0.1557949	0.2016244	0.6027451	0.5467622	1.0137363	0.0030084	0.4635383	0.6844935	0.5711634	0.2614086	0.7655540	0.5015974	0.7737371	0.0503999	0.7412891
400	0.3643426	0.1605143	0.2392474	0.5271223	0.4521339	0.9418807	0.0126394	0.3414448	0.7779232	0.5097912	0.2282685	0.6930879	0.5433323	0.7851824	0.0433312	0.7345049
450	0.4249818	0.1434568	0.1881512	0.5987280	0.4314978	1.0276336	0.0030925	0.3866502	0.7169813	0.5677721	0.2533720	0.7618396	0.4635396	0.8650006	0.0324881	0.7716761
500	0.3996904	0.1732568	0.1732989	0.5859901	0.4052081	0.9654673	0.0005495	0.3817642	0.6959565	0.5750196	0.2635333	0.7755215	0.5246568	0.8547554	0.0564987	0.6970488
550	0.7924363	0.2202346	0.1876684	0.6561271	0.3608081	0.6978518	0.0051675	0.5983088	0.7352359	0.5768764	0.3528898	0.7104468	0.2904478	0.9398643	0.0347297	0.7148081
600	0.9536628	0.3895404	0.1416218	0.7396358	0.4337791	0.7458702	0.0022031	0.6706874	0.6248574	0.5716644	0.2944493	0.5511157	0.2544763	0.8095346	0.0316339	0.7087493
650	0.9504790	0.4310782	0.0685766	0.7514456	0.4970895	0.6895893	0.0062200	0.7502752	0.5786796	0.5064911	0.2641788	0.4608266	0.2852597	0.6925605	0.0189556	0.7784061
700	0.9410152	0.5613086	0.0705254	0.7290567	0.5202428	0.7187157	0.0001383	0.7352861	0.5160487	0.5784803	0.2305825	0.3571756	0.2829881	0.7511957	0.0292837	0.7569568
750	1.0568670	0.5643398	0.0607143	0.6664705	0.5106975	0.7064418	0.0094001	0.7461791	0.4357625	0.5697440	0.2501772	0.3094729	0.2697763	0.8065945	0.0334648	0.7427074
800	1.0769973	0.5309360	0.0517215	0.6319619	0.4820660	0.7048104	0.0061092	0.7678858	0.4773034	0.6535280	0.2808464	0.3805484	0.2528934	0.8166596	0.0406832	0.7665555
850	1.0431879	0.5784873	0.0456439	0.6437433	0.5068080	0.6762162	0.0207872	0.6739992	0.5064309	0.6387035	0.3006961	0.3341474	0.3196039	0.8496452	0.0392236	0.7199367
900	0.9958187	0.5592167	0.0414035	0.6516578	0.5941592	0.6881166	0.0151453	0.6973481	0.4570667	0.6244637	0.2745914	0.2832332	0.2659228	0.7837173	0.0292352	0.7230225
950	0.9850225	0.6741605	0.0628432	0.5912378	0.4642261	0.6670488	0.0264114	0.7062205	0.4283336	0.5418377	0.2282323	0.3008179	0.2683114	0.7626620	0.0354757	0.7096328
1000	0.9615120	0.6475659	0.0577798	0.5546496	0.4473282	0.7879990	0.0223272	0.6656649	0.4522262	0.5688144	0.2605340	0.2545555	0.2818336	0.7118180	0.0448852	0.7034233

0	1.0292582	0.6365749	0.0473712	0.6517803	0.5555690	0.7394196	0.0061377	0.6655635	0.5274779	0.7307343	0.2671613	0.3444116	0.3001965	0.7594602	0.0336901	0.7279898
50	0.9744734	0.6216989	0.0492675	0.4888776	0.6321633	0.6392295	0.0165283	0.9047952	0.4707984	0.6890091	0.1454851	0.2490608	0.2293122	0.7598625	0.0105991	0.5734902
100	0.9350219	0.5641005	0.0721694	0.5412299	0.5935016	0.7515982	0.0163033	0.8373996	0.5136763	0.7975611	0.1363874	0.2749468	0.3287489	0.7285742	0.0042468	0.4745833
150	0.8915757	0.5237571	0.0766508	0.5942536	0.5514488	0.7174740	0.0077612	0.8390539	0.5492468	0.7821975	0.1103829	0.4204362	0.2745714	0.7732091	0.0026025	0.4164705
200	0.9160162	0.5268694	0.0570893	0.5722995	0.5110515	0.6972715	0.0138656	0.9047356	0.4949510	0.7968757	0.0831595	0.4171284	0.3264980	0.7860404	0.0034866	0.3991681
