G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0000000	0.0365256	0.1090443	0.5963458	0.0617642	0.8013789	0.8259464	0.1307559	0.5842257	0.1991457	0.2847843	0.4951955	0.1052579
0.0421612	0.0000000	0.0678478	0.4003607	0.0782201	0.7716230	0.7699442	0.1928921	0.6547573	0.1481093	0.3821253	0.5231172	0.2073366
0.0888215	0.0629805	0.0000000	0.5868610	0.0973937	0.7606394	0.7042091	0.1853155	0.5163084	0.1535546	0.3613240	0.5231991	0.1433301
0.1057406	0.0377018	0.0721493	0.0000000	0.0664020	0.6333176	0.7163801	0.1989888	0.6167325	0.1352159	0.2885750	0.6175740	0.1377685
0.1126623	0.0300062	0.0700661	0.4388781	0.0000000	0.6513710	0.7980382	0.1290885	0.5202191	0.1509841	0.4160838	0.5582189	0.1688805
0.0914393	0.0204146	0.8225419	0.6846201	0.1392354	0.0000000	0.8142163	0.3238934	0.9092702	0.4322247	0.3579450	0.5366009	0.1609558
0.8819165	0.6364200	0.7830827	0.6889729	0.8959252	0.1906237	0.0000000	0.7862788	0.5351658	0.7588009	0.8317807	0.1359717	0.2599797
0.0551941	0.0578959	0.0843120	0.6630118	0.0996564	0.7205331	0.6659298	0.0000000	0.5194880	0.2196048	0.3353684	0.5339506	0.1773984
0.0499623	0.0571456	0.0737673	0.5202645	0.1085980	0.5877177	0.8483312	0.2138508	0.0000000	0.2122026	0.3535023	0.5835398	0.1952243
0.8369161	0.0696153	0.1062780	0.5602742	0.1502559	0.6534857	0.8694706	0.0000829	0.0420343	0.0000000	0.6758490	0.4871050	0.0069703
0.1046165	0.0316771	0.1661545	0.5842206	0.1058685	0.8245703	0.8415724	0.1238956	0.3569766	0.1878051	0.0000000	0.4203239	0.1930983
0.0461239	0.0516055	0.0581895	0.5474052	0.1034562	0.7189831	0.7864265	0.1829854	0.5386336	0.2437535	0.3411668	0.0000000	0.2063570
0.0670418	0.0474175	0.0701402	0.5182909	0.0743126	0.7276967	0.6850106	0.1794854	0.5332434	0.2534854	0.4097594	0.4755187	0.0000000
