"Time"	G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
700	0.2486636	0.1183743	0.1538822	0.6645097	0.3978054	0.5544490	0.2525942	0.1126117	0.0059507	0.2947332	0.2479860	0.3146158	0.6524165
750	0.2274290	0.0898050	0.1891913	0.6421953	0.3896868	0.5769220	0.3657090	0.1183024	0.0073939	0.3433184	0.3175226	0.3610034	0.7670618
800	0.2344716	0.1187957	0.1451060	0.5756408	0.3994571	0.7518999	0.3237961	0.0797112	0.0017365	0.3290575	0.2051331	0.2876591	0.6807324
850	0.2036885	0.1040243	0.0932603	0.5991232	0.3541048	0.6580704	0.3399970	0.1041666	0.0007943	0.3854566	0.2956354	0.3019872	0.6693555
900	0.2092499	0.1081903	0.1070826	0.5705572	0.3058966	0.6521964	0.3765115	0.0888041	0.0031512	0.3110214	0.2823097	0.2788955	0.6935460
950	0.1884043	0.1257627	0.1719587	0.6409712	0.4247998	0.5113037	0.4453993	0.0861879	0.0091823	0.2939714	0.2384910	0.3510091	0.6790593
1000	0.2054747	0.1229681	0.1104816	0.5264123	0.4180402	0.5511080	0.5118532	0.0538709	0.0020643	0.3097160	0.1843920	0.3418423	0.5353985

0	0.2279035	0.0743718	0.1050688	0.5979164	0.4645387	0.6505964	0.4342368	0.0452546	0.0003858	0.3268643	0.3518785	0.3153550	0.4962926
50	0.1733220	0.0770937	0.1561609	0.6436844	0.3715693	0.5529398	0.3810417	0.0572629	0.0070402	0.2453798	0.2589282	0.3586006	0.6013184
100	0.2196850	0.1137570	0.1456798	0.6446138	0.3948951	0.7331840	0.3080126	0.0518180	0.0008652	0.3220823	0.2063394	0.3380856	0.7312080
150	0.2256440	0.1122933	0.1083469	0.6606776	0.3615480	0.7801525	0.3804076	0.0562461	0.0019222	0.1856401	0.2241539	0.3842794	0.6668923
200	0.2482884	0.0904703	0.1304788	0.5658113	0.4294794	0.6720077	0.3813606	0.0780693	0.0026232	0.1745622	0.3180142	0.4254588	0.6811471
250	0.2406827	0.1319739	0.1384377	0.5086677	0.3132539	0.6985254	0.3820040	0.0804612	0.0031342	0.2815326	0.2644911	0.3589589	0.6451561
300	0.2530422	0.1523666	0.1502511	0.6788849	0.4157820	0.7478705	0.4826394	0.0615001	0.0000583	0.2581741	0.2594062	0.3724122	0.7405599
350	0.2522430	0.0896705	0.1998084	0.6098451	0.5129313	0.6232637	0.3383503	0.0607739	0.0007940	0.3199295	0.2228482	0.3355233	0.7578916
400	0.1607741	0.0901960	0.1744668	0.6574383	0.3490689	0.6966979	0.3872596	0.0674450	0.0013758	0.2472055	0.3092141	0.3860619	0.5777985
450	0.1870571	0.0827211	0.0762094	0.6289952	0.3443347	0.8275291	0.4387709	0.0598105	0.0059844	0.2334506	0.2318831	0.3238259	0.7183647
500	0.1654716	0.0663115	0.0748263	0.6839695	0.3220970	0.9392244	0.3361499	0.0395464	0.0007745	0.2357824	0.1962710	0.2765677	0.5903262
550	0.1974800	0.0613114	0.0827676	0.6869800	0.4032548	0.8233615	0.3161199	0.0516926	0.0002647	0.1939251	0.3255512	0.2370769	0.8026838
600	0.2013303	0.0718337	0.1154674	0.7316893	0.4542330	0.7282722	0.2458235	0.0687723	0.0007352	0.2296125	0.3562507	0.2320176	0.6833897
650	0.2278468	0.0633072	0.1382962	0.6171378	0.4384385	0.5600746	0.4007819	0.1674119	0.0035851	0.3666937	0.1741402	0.3920931	0.5859284
700	0.2052546	0.1066867	0.0943475	0.6367309	0.3462270	0.6459099	0.3759679	0.1020895	0.0003641	0.3249184	0.2744128	0.3218691	0.6625240
