G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0309910	0.0640701	0.1303811	0.6054656	0.0846973	0.7445303	0.7558228	0.2556232	0.5974843	0.2109998	0.3428148	0.6732416	0.2504062
0.1246113	0.0098127	0.0925653	0.5222270	0.1050680	0.7574120	0.7020912	0.1926239	0.5611223	0.3054145	0.3342253	0.6165488	0.1736542
0.0683697	0.0491002	0.0538846	0.4207562	0.0986050	0.6439831	0.6301871	0.1364291	0.4954727	0.1928933	0.3257108	0.5333481	0.1547811
0.0660409	0.0526300	0.0535191	0.2764830	0.1091290	0.6849522	0.7049050	0.1727652	0.4511088	0.1607455	0.3368113	0.5634836	0.1735414
0.0604261	0.0488084	0.0903397	0.5535535	0.0349398	0.6377571	0.7110281	0.1247367	0.4387830	0.2105364	0.3764610	0.3956515	0.1039329
0.1235132	0.1058212	0.1053914	0.7176774	0.0837657	0.3554114	0.8072698	0.2427105	0.7408230	0.3228532	0.3583180	0.6546015	0.1400608
0.0589024	0.2362838	0.0615534	0.7420419	0.5050895	0.6143344	0.4317053	0.2010523	0.5995890	0.3323172	0.5326147	0.3616503	0.2170142
0.0375061	0.0329857	0.0913285	0.5678852	0.1027470	0.8803989	0.7787853	0.1227345	0.2766568	0.2245230	0.4193087	0.5917511	0.1030535
0.0364169	0.0531067	0.1195563	0.5533911	0.1450484	0.6269356	0.6684848	0.1937122	0.3228063	0.2602371	0.3631746	0.6420734	0.1545442
0.2165575	0.0405801	0.0786677	0.5594072	0.1105828	0.6220801	0.8581145	0.1336350	0.0835997	0.1023288	0.3531523	0.6251043	0.1755795
0.0563152	0.0565813	0.0565071	0.4837633	0.0850551	0.8466074	0.7669700	0.1652807	0.4066401	0.1711811	0.1894960	0.3675147	0.2321257
0.0535972	0.0649599	0.0901386	0.4794887	0.0605644	0.7048056	0.8126852	0.1447796	0.3685135	0.2006732	0.3120108	0.2634748	0.1774953
0.1151368	0.0671801	0.0750392	0.3745773	0.1698622	0.6471476	0.7440041	0.1143717	0.4511145	0.1755258	0.3060806	0.5865048	0.0852452
