G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0.0926567	0.0999760	0.0283698	0.6057141	0.2937327	0.7500519	0.0750833	0.0981303	0.1693949	0.2730544	0.3901868	0.2595589	0.5015924
0.1243158	0.2979598	0.3856078	0.5377846	0.1166715	0.3148742	0.4907630	0.0020987	0.0082128	0.3338098	0.3998851	0.3967924	0.6660866
0.1554031	0.1195126	0.0533649	0.5268713	0.2451127	0.3156949	0.2141924	0.1213206	0.1854829	0.0654374	0.0111723	0.0299474	0.5274696
0.2561072	0.0524958	0.2505579	0.6375066	0.5203629	0.6330953	0.3681300	0.0562847	0.0004181	0.4087919	0.1260418	0.3020214	0.6078545
0.1861039	0.0628977	0.0395324	0.6583594	0.4118415	0.6341222	0.0637028	0.0261157	0.1497452	0.3019760	0.0837536	0.3092064	0.5086646
0.0012326	0.1349132	0.2416639	0.6591859	0.0038209	0.4738296	0.1417731	0.0448235	0.0648532	0.7028928	0.0088751	0.1719122	0.6364280
0.0764533	0.3085183	0.0454620	0.3583654	0.2922970	0.4474706	0.4866379	0.0152342	0.0172899	0.4559605	0.1045167	0.3784408	0.5557260
0.2492001	0.0968831	0.0716384	0.6930102	0.4894235	0.5189326	0.0219250	0.1561833	0.2637328	0.2007817	0.4405234	0.4698053	0.7091493
0.1411708	0.0961049	0.2869185	0.5941695	0.2432009	0.5538620	0.2762069	0.0548106	0.0046828	0.3802930	0.0040271	0.0808322	0.6869629
0.1917017	0.0926291	0.0667332	0.6112514	0.3683084	0.5876168	0.1335125	0.1085205	0.0418999	0.2109855	0.1952179	0.3433477	0.6433126
0.1693975	0.0567050	0.1977397	0.6028039	0.3767368	0.6607154	0.0243081	0.1316531	0.1978283	0.3044406	0.0692408	0.2900853	0.5515526
0.1666276	0.0551522	0.2077015	0.6460624	0.4164800	0.7654718	0.4033178	0.0194909	0.0005576	0.3038306	0.1899099	0.4512077	0.6620891
0.1423282	0.0583528	0.0772255	0.7433438	0.3384496	0.5338147	0.4607787	0.0728471	0.0000566	0.3415827	0.0630609	0.3979987	0.5444652
