G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0.0000000	0.1531455	0.1816304	0.9710850	0.0269502	1.0000000	0.5732494	0.0455811	0.0000788	0.9483949	0.0589429	0.1993851	1.0000000
0.3202555	0.0000000	0.1794830	0.9706045	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.3397251	0.5178933	0.9994163
0.3202555	0.9993069	0.0000000	0.0357185	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.3397251	0.5178933	0.9994163
0.3202555	1.0000000	0.8288043	0.0000036	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.3397251	0.5178933	0.9994163
0.0984912	0.1531455	0.1816304	0.9710850	0.0000000	1.0000000	0.5732494	0.0425705	0.0000737	1.0000000	0.0611749	0.2063245	0.9999997
0.5575201	1.0000000	0.9147676	0.0357140	0.0269502	0.0000000	0.5547516	0.2787143	0.2432755	1.0000000	0.0589429	0.1993851	1.0000000
0.3202555	0.1531455	0.1816304	0.9710850	0.6222459	1.0000000	0.0000000	0.1903096	0.0020987	0.4606430	0.3397251	0.5178933	0.9994163
0.3202555	0.1531455	0.1816304	0.9710850	0.6222459	1.0000000	0.5732494	0.0000004	0.0001154	0.4606430	0.3397251	0.5178933	0.9994163
0.3202555	0.1531452	0.1816303	0.9710853	0.6222457	1.0000000	0.5732494	0.1007639	0.0000020	0.4606430	0.3397247	0.5178924	0.9994163
0.3686024	0.1531455	0.1816304	0.9710850	0.6612479	1.0000000	0.5732494	0.2274472	0.0053364	0.0000000	0.4738033	0.5582967	0.9985431
0.3202555	0.1531455	0.1816304	0.9710850	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.0000000	0.0451692	0.9994398
0.3202555	0.1531455	0.1816304	0.9710850	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.3398873	0.0000000	1.0000000
0.3202555	0.1531455	0.1816304	0.9710850	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.0589429	0.2186775	0.0000000
