"Time"	G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0	0.3733158	0.1178535	0.1619800	0.9785411	0.7252006	1.0143694	0.6307295	0.0913271	0.0011528	0.4668029	0.4866856	0.5481668	0.8698960
50	0.3203939	0.1524233	0.2182173	0.9075212	0.6896207	1.0147238	0.6235817	0.0950690	0.0011066	0.3604581	0.4334149	0.5554241	0.9044996
100	0.3161669	0.1645573	0.1322367	0.9586038	0.7613612	1.0995415	0.6783380	0.1579238	0.0023694	0.2570965	0.3401478	0.5228559	1.0861907
150	0.3558317	0.1412236	0.2121625	0.9594772	0.7598966	1.0944287	0.5547290	0.1698020	0.0031977	0.1905790	0.4674112	0.6002382	0.9546016
200	0.3615504	0.1525449	0.1883036	0.9759849	0.7370604	1.0246385	0.5604824	0.1806398	0.0176505	0.1643699	0.4501775	0.6075357	1.0339040
250	0.3030619	0.1440253	0.1715638	0.9980913	0.6537741	1.0449792	0.4995899	0.2089494	0.0087463	0.1868705	0.4828989	0.6744964	1.0440329
300	0.3607516	0.1515818	0.1766585	1.0341763	0.6608086	1.0202345	0.4882811	0.2059522	0.0154962	0.1837989	0.4468740	0.6632560	1.1924015
350	0.3701691	0.1199813	0.1657843	1.0039400	0.7127724	1.0601118	0.6271747	0.1853830	0.0042795	0.2319350	0.4935738	0.5952480	0.9370532
400	0.3236311	0.1099583	0.2108528	0.9108337	0.7397342	1.0733441	0.5362773	0.1443035	0.0085591	0.2155741	0.4569556	0.4956213	0.9747457
450	0.3558718	0.1169289	0.1950602	0.9613181	0.7366053	1.0175544	0.5500349	0.1960043	0.0030922	0.1639630	0.5040213	0.5354397	0.9318623
500	0.3243739	0.1565307	0.1762059	0.9322003	0.6876917	0.9543444	0.5467410	0.2018802	0.0022520	0.1945671	0.4226925	0.5793900	0.9210541
550	0.3641386	0.1847139	0.1914283	0.8308480	0.6665198	0.8807605	0.5841044	0.1817860	0.0031938	0.4044912	0.3259184	0.5193567	0.8715573
600	0.3735259	0.2266689	0.2120800	0.7907714	0.5813366	0.8264253	0.5566180	0.1703396	0.0037763	0.5037686	0.2902392	0.5124766	0.9691198
