G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0.2344300	0.0560712	0.1336476	0.6942072	0.5122348	0.7032554	0.3724970	0.0708414	0.0002951	0.2866861	0.3688809	0.3053520	0.5798460
