G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0000000	0.0300648	0.0954314	0.6862380	0.0975585	0.8606169	0.9883040	0.2537142	0.6172942	0.2490395	0.4028554	0.7959340	0.2096261
0.0897547	0.0000000	0.0898043	0.6200951	0.1594169	0.9688369	0.8934456	0.2447196	0.6787814	0.2498668	0.5046248	0.6429591	0.2393760
0.0993286	0.0418988	0.0000000	0.7209528	0.1490513	0.9861288	1.0300892	0.2251533	0.6229423	0.2943182	0.4969277	0.7496899	0.2026501
0.1198716	0.0356870	0.1275847	0.0000000	0.1003457	0.9280605	1.1098189	0.2619312	0.7203370	0.2628524	0.5077432	0.7048374	0.2433294
0.1371137	0.0336161	0.1264176	0.6413391	0.0000000	1.0135509	1.0420098	0.1963456	0.7382843	0.2176783	0.4868505	0.8001255	0.1930813
0.1088077	0.0206259	1.0322399	0.8921817	0.0872862	0.0000000	1.0185633	0.4103617	1.0795666	0.5512976	0.4515071	0.6938898	0.2160651
0.9548782	0.8307326	0.9731680	0.8007432	1.1077087	0.1985814	0.0000000	0.9751470	0.6371822	1.0133380	0.9772689	0.2064293	0.2778958
0.0850757	0.0520026	0.0883195	0.7009255	0.1181711	0.8819682	0.9965067	0.0000000	0.5317031	0.2793086	0.3953849	0.7464639	0.2198089
0.0911669	0.0518364	0.0913997	0.5991475	0.1101234	0.9326914	1.0458482	0.1970137	0.0000000	0.3115006	0.4338330	0.7360302	0.2320412
0.9763718	0.0576924	0.1360182	0.7857940	0.1408850	0.7511492	1.0749461	0.0063178	0.0681900	0.0000000	0.8322343	0.6815266	0.0012757
0.0989412	0.0709094	0.0895182	0.6067149	0.1854598	0.8938279	0.9763694	0.2273317	0.4978321	0.2449588	0.0000000	0.5220363	0.2525737
0.0703283	0.0376755	0.1000671	0.6997335	0.1280843	0.9449396	0.9690851	0.2171924	0.6927319	0.3410055	0.4479083	0.0000000	0.2356728
0.1142848	0.0435334	0.0915280	0.6518304	0.1214229	0.9533550	1.0595665	0.1917008	0.6937684	0.3462271	0.4243253	0.6233117	0.0000000
