G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0.0000000	0.1531455	0.1816304	0.9710850	0.0269508	1.0000000	0.5732494	0.0455977	0.0000789	0.9483755	0.0589429	0.1993851	1.0000000
0.3202555	0.0000020	0.1794830	0.9706058	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.3397251	0.5178932	0.9994163
0.3202555	0.9993006	0.0000000	0.0357345	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.3397251	0.5178933	0.9994163
0.3202555	0.9999999	0.8288037	0.0000076	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.3397251	0.5178933	0.9994163
0.0984980	0.1531455	0.1816304	0.9710850	0.0000002	1.0000000	0.5732494	0.0425713	0.0000737	0.9999999	0.0611766	0.2064425	0.9999997
0.5575212	0.9999999	0.9147667	0.0357248	0.0269529	0.0000023	0.5547518	0.2786874	0.2432446	1.0000000	0.0589429	0.1993858	1.0000000
0.3202555	0.1531455	0.1816304	0.9710850	0.6222459	1.0000000	0.0000000	0.1903029	0.0020962	0.4606430	0.3397251	0.5178933	0.9994163
0.3202555	0.1531455	0.1816304	0.9710850	0.6222459	1.0000000	0.5732494	0.0000021	0.0001154	0.4606430	0.3397251	0.5178933	0.9994163
0.3202554	0.1531446	0.1816302	0.9710858	0.6222439	1.0000000	0.5732494	0.1007640	0.0000047	0.4606430	0.3397242	0.5178890	0.9994163
0.3686012	0.1531455	0.1816304	0.9710850	0.6612188	1.0000000	0.5732494	0.2274428	0.0053324	0.0000002	0.4737944	0.5582593	0.9985433
0.3202555	0.1531455	0.1816304	0.9710850	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.0000000	0.0451821	0.9994397
0.3202555	0.1531455	0.1816304	0.9710850	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.3398873	0.0000024	1.0000000
0.3202555	0.1531455	0.1816304	0.9710850	0.6222459	1.0000000	0.5732494	0.1007639	0.0003089	0.4606430	0.0589429	0.2187325	0.0000001
