G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0000000	0.0143747	0.0546557	0.5790746	0.0451689	0.6711888	0.7632520	0.1765567	0.5217575	0.1361470	0.3824766	0.6665854	0.1643826
0.0517732	0.0000000	0.0589825	0.4311484	0.1131804	0.7500453	0.6981578	0.1971250	0.5155240	0.1891053	0.4297612	0.4766495	0.2446059
0.0755336	0.0297882	0.0000000	0.5510674	0.0893260	0.7320022	0.8979256	0.1771021	0.4521868	0.2554479	0.4104991	0.5679309	0.1714781
0.1191336	0.0222234	0.0984571	0.0000000	0.0374243	0.6374771	0.9326577	0.1705362	0.6139594	0.2037974	0.3361172	0.5190217	0.1715539
0.0737458	0.0274336	0.0993511	0.4513193	0.0000000	0.8724187	0.7493264	0.1491755	0.6639625	0.1956821	0.3415399	0.6137682	0.1171045
0.0649511	0.0130746	0.8124259	0.6244337	0.0720069	0.0000000	0.7335143	0.3844971	0.8540664	0.4439880	0.3827113	0.5838089	0.1374918
0.6444655	0.5694838	0.8340458	0.5120350	0.8612420	0.1922778	0.0000000	0.6754756	0.4871552	0.7729401	0.6935336	0.1474589	0.1739336
0.0540899	0.0457165	0.0729784	0.5663300	0.0685761	0.5905623	0.7874427	0.0000000	0.4598797	0.1643872	0.3344941	0.6596188	0.1986660
0.0446964	0.0359649	0.0812081	0.4620333	0.0675883	0.7902363	0.9472805	0.1450850	0.0000000	0.2987995	0.3066562	0.6528961	0.1883965
0.7697267	0.0251957	0.1048997	0.6289451	0.1087228	0.6203667	0.7789898	0.0035362	0.0620011	0.0000000	0.7021114	0.5155465	0.0001769
0.0726644	0.0612478	0.0583090	0.4186535	0.1479794	0.7640713	0.8257178	0.1938923	0.4468136	0.1764320	0.0000000	0.3351261	0.1579439
0.1102072	0.0197925	0.0786579	0.5082632	0.1447512	0.8619874	0.7441698	0.1896847	0.4929722	0.2338203	0.3555354	0.0000000	0.1793312
0.0827409	0.0458764	0.0508654	0.5198854	0.0831414	0.5848572	0.7904637	0.1382176	0.6129782	0.3170904	0.3263812	0.5196202	0.0000000
