G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0462810	0.0447528	0.1041758	0.6552295	0.1149259	0.9041101	1.0000000	0.2054364	0.6280354	0.2567436	0.4019360	0.6646201	0.2228155
0.0924059	0.0223967	0.1041768	0.6579389	0.1149259	0.9003548	1.0000000	0.2060068	0.6313670	0.2577277	0.4377867	0.6854833	0.2034407
0.0924059	0.0447528	0.0521038	0.6613157	0.1149259	0.9003548	1.0000000	0.2060068	0.6313670	0.2577277	0.4377867	0.6854833	0.2034407
0.0924059	0.0447528	0.1041768	0.3290374	0.1149259	0.9003547	1.0000000	0.2060068	0.6313669	0.2577277	0.4377868	0.6854835	0.2034403
0.0924059	0.0338284	0.1041768	0.6579389	0.0574677	0.9003547	1.0000000	0.2060068	0.6313669	0.2577277	0.4377868	0.6854837	0.2034402
0.0854384	0.0447528	0.1051436	0.9813832	0.1149259	0.4505338	1.0000000	0.3010164	0.9296532	0.4751548	0.4318107	0.6821059	0.2074889
0.1248917	0.2484554	0.1057095	0.8098658	0.5151932	0.7324791	0.5000000	0.2788953	0.8305687	0.4098847	0.5115232	0.5300810	0.2277513
0.0924059	0.0447528	0.1041768	0.6579389	0.1149259	0.9003547	1.0000000	0.1030230	0.4433563	0.2577277	0.4377868	0.6854837	0.2034402
0.0924059	0.0447528	0.1041768	0.6579389	0.1149259	0.9003547	1.0000000	0.2060068	0.3157411	0.2577277	0.4377868	0.6854835	0.2034403
0.1832367	0.0447528	0.1041806	0.6680583	0.1149259	0.8868987	1.0000000	0.1123383	0.1178367	0.1307001	0.5227896	0.7296526	0.1248115
0.0924059	0.0447528	0.1041768	0.6579390	0.1149259	0.9003547	1.0000000	0.2060069	0.6313670	0.2577277	0.2187491	0.5613064	0.2323585
0.0924059	0.0447528	0.1041768	0.6579389	0.1149259	0.9003547	1.0000000	0.2060068	0.6313669	0.2577277	0.4369550	0.3425247	0.2639646
0.0924059	0.0447528	0.1041768	0.6579389	0.1149259	0.9003547	1.0000000	0.2060068	0.6313669	0.2577277	0.4381014	0.6856687	0.1017675
