G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0641931	0.0320947	0.0682691	0.5847579	0.1184095	0.7435676	0.6852585	0.2089161	0.5072203	0.2185396	0.2562796	0.5800901	0.1414270
0.0651523	0.0085055	0.0758864	0.5727919	0.0886428	0.6911332	0.9969592	0.1230862	0.5133674	0.2481746	0.3883536	0.6156130	0.1615290
0.0906149	0.0404898	0.0232826	0.6196962	0.1215429	0.6810493	0.7849821	0.1377860	0.4222041	0.1995589	0.4316487	0.5296622	0.1662100
0.0861187	0.0473867	0.0638277	0.2880909	0.1063761	0.7117911	0.8000897	0.1636453	0.4411839	0.1722290	0.3390167	0.5525047	0.1979189
0.1041676	0.0450699	0.1242254	0.5990911	0.0390618	0.8140625	0.7940202	0.1498738	0.3153120	0.1945158	0.2897123	0.5130797	0.1642089
0.0912911	0.0358244	0.1268872	0.8285763	0.1265681	0.3510917	0.7281596	0.2359675	0.8868242	0.3852928	0.3209355	0.7717755	0.1042523
0.1313589	0.2636074	0.0791403	0.6745579	0.3655787	0.5483403	0.4632195	0.2284628	0.7628844	0.2979913	0.4133325	0.4182074	0.2287001
0.0550261	0.0402237	0.0906304	0.5598901	0.1266847	0.6625810	0.8051344	0.0870891	0.3656882	0.2057420	0.2687626	0.6754085	0.1478807
0.0593675	0.0211272	0.1185164	0.4757475	0.0977421	0.7002793	0.7685635	0.2608482	0.2140065	0.2756032	0.3074541	0.5289572	0.2091929
0.1047796	0.0260645	0.0689054	0.5556979	0.1453220	0.7186775	0.8326562	0.1034337	0.1705711	0.1552458	0.3788462	0.5767326	0.1049131
0.0693534	0.0303506	0.0799317	0.4297620	0.0985305	0.8168465	0.7600811	0.2068260	0.5555969	0.1959380	0.1764290	0.4507757	0.1460066
0.0855555	0.0278676	0.1015124	0.3721262	0.0863516	0.7905955	0.8283566	0.1841954	0.3574788	0.2081241	0.3362275	0.2546161	0.1656044
0.1039722	0.0801111	0.0862383	0.5238142	0.1422475	0.7572647	0.7119785	0.1478665	0.4625593	0.1777319	0.2737164	0.6115364	0.0995065
