G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0.0000000	1.0260537	1.0215979	0.0271731	0.0281489	0.0000000	0.5430446	0.3039056	0.2535856	0.9254876	0.0484357	0.2733135	1.0909551
1.0315284	0.9344814	0.9278552	0.0242864	0.0238274	0.0000000	0.9941557	0.6951464	0.8199742	0.0000000	0.0771931	0.2333568	0.9907588
0.0000000	0.1969612	0.1316834	1.0332561	0.0343115	0.9947633	0.6082117	0.0553055	0.0019567	0.9434859	0.0000000	0.0261518	1.0495183
0.0000000	0.1202813	0.1813230	0.9684130	0.0208218	0.9947041	0.5938146	0.0570844	0.0002088	0.8971582	0.0485741	0.0000000	0.9887464
0.0000000	0.1744555	0.1788003	0.8806858	0.0372417	1.0101592	0.6090787	0.0590599	0.0001303	0.8973390	0.0531655	0.1723846	0.0000000
0.6153521	0.0000000	0.6473193	0.0379516	0.0199071	0.0000000	0.5680348	0.2566062	0.3083887	1.0114073	0.0465420	0.1819149	1.0267565
0.5781616	0.9961685	0.0000000	0.0306677	0.0363664	0.0000000	0.6007047	0.2521016	0.2549022	1.0375178	0.0756990	0.2221046	0.9590343
0.6595576	1.0168166	0.9509666	0.0000000	0.0466860	0.0000000	0.5933335	0.2827763	0.2328975	0.9775525	0.0775093	0.2036696	1.0010065
0.5744465	0.9988648	0.9533874	0.0394749	0.0000000	0.0000000	0.5547816	0.2659776	0.2209608	0.9798172	0.0573870	0.2447806	0.9727577
0.5697229	0.9524114	0.9208500	0.0501722	0.0309092	0.0000000	0.0000000	0.4764841	0.2877337	0.9985049	0.0656520	0.2076146	1.0125405
0.5711061	1.0738159	0.9768514	0.0492084	0.0427497	0.0000000	0.5228863	0.0000000	0.2813050	0.9509429	0.0417717	0.2432698	1.0490187
0.5617806	1.0042305	0.9263230	0.0433575	0.0313435	0.0000000	1.0836090	0.2163339	0.0000000	1.0412158	0.0815652	0.2538409	1.0552556
0.6445905	1.0098850	0.9560373	0.0534866	0.0256645	0.0000000	0.5283837	0.3065512	0.2655048	1.0051688	0.0000000	0.0270616	1.0563711
