"Time"	G0	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	G13	G14	G15
150	0.4684212	0.4040077	0.1079793	0.5441402	0.5287369	0.9557540	0.0089572	0.6433322	0.6198001	0.5658876	0.2214398	0.5138037	0.4332741	0.8111104	0.0337671	0.7375194
200	0.4203716	0.3067432	0.1463479	0.5428945	0.5089603	0.9671914	0.0072860	0.5557093	0.7080330	0.5658536	0.2370385	0.6290857	0.4726472	0.8431791	0.0386568	0.7269180
250	0.4015214	0.2414230	0.1779256	0.5503670	0.4927666	0.9645970	0.0056417	0.4844362	0.7622577	0.5658583	0.2496939	0.7060348	0.5037557	0.8615535	0.0430872	0.7175552
300	0.3945073	0.2022115	0.1978204	0.5564046	0.4824472	0.9595253	0.0045059	0.4387966	0.7870257	0.5658843	0.2573726	0.7514465	0.5244113	0.8688652	0.0458103	0.7117271
350	0.3919866	0.1799887	0.2083426	0.5596863	0.4767332	0.9557024	0.0038408	0.4139171	0.7950423	0.5659143	0.2613635	0.7757469	0.5360888	0.8706314	0.0470278	0.7090309
400	0.3911027	0.1680041	0.2132801	0.5612315	0.4738261	0.9534862	0.0034851	0.4018282	0.7959593	0.5659388	0.2632436	0.7875213	0.5419394	0.8705939	0.0473838	0.7081879
450	0.3907984	0.1618734	0.2153995	0.5619259	0.4724171	0.9523627	0.0033052	0.3964580	0.7947969	0.5659553	0.2640707	0.7925991	0.5446182	0.8703382	0.0473724	0.7081454
500	0.3906951	0.1589008	0.2162432	0.5622376	0.4717502	0.9518380	0.0032175	0.3942513	0.7935140	0.5659651	0.2644167	0.7944616	0.5457596	0.8702571	0.0472552	0.7083206
550	0.5948116	0.1717662	0.2065572	0.5671607	0.4300708	0.8219585	0.0031515	0.4217396	0.7802224	0.5660054	0.3158514	0.7894651	0.4786539	0.8605607	0.0453449	0.7106275
600	0.8103174	0.2546439	0.1653639	0.6031151	0.4276861	0.7153413	0.0031140	0.5385553	0.7055912	0.5662127	0.3374336	0.7280936	0.3729042	0.8168227	0.0398495	0.7195831
650	0.9222240	0.3771291	0.1207242	0.6583807	0.4582869	0.6754865	0.0037587	0.6514081	0.6104476	0.5664167	0.3209153	0.6026133	0.3059402	0.7746517	0.0352977	0.7303171
700	0.9702723	0.4798909	0.0888106	0.6911455	0.4842765	0.6670270	0.0052912	0.7173838	0.5413128	0.5664395	0.2991846	0.4792528	0.2759270	0.7551057	0.0325634	0.7388983
750	0.9891221	0.5436490	0.0702535	0.6894574	0.4961183	0.6688709	0.0070142	0.7459648	0.5016882	0.5663470	0.2841414	0.3906752	0.2650099	0.7504624	0.0310469	0.7440281
