G4	G3	G2	G1	G12	G0	G11	G10	G9	G8	G7	G6	G5
0.1476829	0.1743923	0.2159286	0.8745339	0.4273187	1.0541671	0.6392298	0.1105908	0.0007136	0.4260067	0.0976675	0.2637780	0.9402706
0.3701337	0.0726714	0.1873021	0.9947874	0.6472721	1.0152219	0.6476231	0.1212006	0.0009372	0.4853369	0.4063847	0.5248330	1.0331698
0.3260180	0.1600219	0.1138367	0.8987529	0.6402025	0.9776847	0.5749318	0.1010515	0.0028825	0.5209931	0.4619699	0.5128313	0.9268847
0.3320402	0.4503713	0.2976866	0.5579790	0.6644290	1.0691361	0.6219704	0.0670920	0.0016619	0.4336535	0.3368983	0.5190049	0.9152044
0.2652208	0.1287302	0.1650121	0.9769655	0.3400209	1.0141880	0.6164565	0.1152805	0.0015415	0.3812234	0.1901360	0.4826893	0.9779376
0.1831076	0.4213793	0.2519021	0.8505374	0.1755052	0.5015947	0.7831910	0.0466468	0.0069473	0.8564746	0.0572620	0.2137759	0.9836890
0.3973046	0.1468542	0.1745653	1.0973911	0.6849338	0.9821744	0.3100501	0.1595258	0.0051546	0.4867022	0.5583748	0.5571875	1.1131653
0.3350741	0.1456909	0.2096455	0.9792179	0.6984294	1.0322836	0.6255684	0.0695439	0.0001607	0.5199913	0.5271524	0.4916647	1.0114585
0.3195095	0.1733395	0.1976830	0.9476020	0.7512195	1.0103530	0.5406891	0.0926922	0.0014178	0.5347331	0.2960191	0.5864535	0.9615410
0.4106926	0.1789775	0.1468673	1.0108557	0.5357790	1.0023331	0.5470921	0.1778497	0.0049957	0.1980337	0.4558217	0.5025492	1.0423153
0.2923559	0.1784579	0.1721498	1.0126530	0.6581983	1.0970873	0.4812432	0.1095843	0.0016516	0.4491067	0.0904159	0.3419473	0.9667136
0.2698615	0.1855986	0.1757299	0.9620536	0.5817380	1.0242673	0.6584065	0.1197859	0.0007070	0.4605131	0.2472313	0.2864878	1.0418872
0.3878036	0.1229553	0.1879576	0.9397848	0.6399086	0.9915903	0.5636839	0.1156580	0.0002157	0.5378275	0.2406025	0.4034288	0.5719159
