"Time"	G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5

0	0.0732864	0.0261071	0.0893833	0.4698247	0.0679195	0.6231217	0.6762022	0.1375484	0.4397050	0.2203640	0.4064233	0.6188242	0.1269334
50	0.0671498	0.0689128	0.0999977	0.4760465	0.0755894	0.5953556	0.7336432	0.2243886	0.5065505	0.1156567	0.3085094	0.6293750	0.2141515
100	0.0921100	0.0307989	0.0754440	0.4996455	0.0810472	0.8311535	0.6527737	0.2467262	0.4682492	0.2192777	0.3214145	0.5883215	0.1858023
150	0.0764519	0.0394216	0.0807225	0.4739301	0.0624499	0.7105273	0.6761096	0.1616086	0.4575582	0.1852779	0.2696500	0.5333216	0.1310289
200	0.0879407	0.0297329	0.0660560	0.5229491	0.1283874	0.7662131	0.7420501	0.1326697	0.4587899	0.1867499	0.2993206	0.5434689	0.2568234
250	0.1088404	0.0266413	0.0844347	0.4596391	0.0583669	0.6039805	0.7029336	0.2018441	0.3841823	0.1989243	0.3946015	0.6153253	0.2427199
300	0.0655350	0.0958096	0.0435977	0.6009028	0.0838692	0.8357300	0.8864875	0.1269845	0.4535913	0.2236939	0.3504580	0.5250537	0.1196358
350	0.0814460	0.0504932	0.0656959	0.5426474	0.1039534	0.7193685	0.7874945	0.1606262	0.4750241	0.2143461	0.3953235	0.5357979	0.2532517
400	0.0824216	0.0609441	0.0458712	0.5248602	0.0856594	0.6939328	0.5602888	0.1260513	0.4599950	0.1495347	0.3056594	0.5727071	0.1751787
450	0.0623234	0.0362758	0.1188957	0.5022907	0.0651773	0.7584476	0.8354648	0.1846845	0.5458503	0.2503808	0.3801216	0.5193838	0.1924949
500	0.1289901	0.0208655	0.0562640	0.5907259	0.0649110	0.7240198	0.7749499	0.2004747	0.5209673	0.2427025	0.3633498	0.6050899	0.2064856
550	0.0618907	0.0540178	0.1440707	0.4100359	0.0956720	0.7573765	0.7896862	0.1232563	0.6011025	0.2892505	0.5144654	0.6037961	0.1460353
600	0.0852211	0.0319001	0.0738538	0.5142457	0.0935352	0.7034829	0.9702477	0.1726954	0.4965709	0.1509540	0.3854670	0.5609396	0.0949186
650	0.0476532	0.0158728	0.1698720	0.5501048	0.0552567	0.6987385	0.8916392	0.1590591	0.4811722	0.1982340	0.3780129	0.5041505	0.1173729
700	0.0912723	0.0288267	0.0722045	0.4115140	0.0917467	0.7792934	0.7513045	0.1658689	0.5144898	0.1392165	0.3893103	0.6991895	0.1326584
750	0.0911276	0.0255075	0.1071275	0.4742986	0.0799615	0.7556854	0.7346195	0.1593142	0.3881476	0.1552922	0.3191408	0.5183639	0.1257006
800	0.1068670	0.0564132	0.1217584	0.5096824	0.1343631	0.7848307	0.7550630	0.1528824	0.4436562	0.2127947	0.3181942	0.5052406	0.1303043
850	0.1130242	0.0322843	0.0878543	0.5049334	0.0689782	0.7429631	0.7573909	0.1586917	0.3845352	0.2483645	0.4103745	0.5105452	0.1608653
900	0.0528859	0.0291137	0.0704179	0.5393802	0.0812426	0.7679226	0.7258962	0.1425873	0.3734319	0.1846921	0.3451572	0.5996713	0.1343197
950	0.0616214	0.0585549	0.0637584	0.5265678	0.1263973	0.8010702	0.7322214	0.1873104	0.4251765	0.2011318	0.3110074	0.5076018	0.1656767
1000	0.0370738	0.0481325	0.0511178	0.4944550	0.0697185	0.5871044	0.8571509	0.1994799	0.4886260	0.2723809	0.3631699	0.6078991	0.1681426

0	0.0962175	0.0485351	0.1029078	0.5635603	0.0824284	0.6709801	0.8145538	0.2129884	0.4317907	0.2234087	0.3182110	0.5720540	0.1571038
50	0.0473551	0.0519618	0.0420064	0.4978984	0.0524841	0.6702446	0.7598341	0.1928840	0.5384399	0.1866160	0.3167657	0.4815164	0.2888857
100	0.0320749	0.0581916	0.0132261	0.5731745	0.0380908	0.6722856	0.6616357	0.2016552	0.4914307	0.1588629	0.1345713	0.6500930	0.1459137
150	0.0260007	0.0282198	0.0026630	0.4963185	0.0841179	0.7526556	0.6102092	0.1087490	0.3720714	0.2078079	0.0252582	0.6076522	0.1306454
200	0.0336796	0.0583600	0.0006541	0.4903981	0.1329503	0.6237021	0.7130462	0.1287380	0.2664194	0.0751564	0.0319617	0.5364087	0.0948528
250	0.0871751	0.0434013	0.0032266	0.4661313	0.1727746	0.5655212	0.7122388	0.1297655	0.1862455	0.0817962	0.0243362	0.5069591	0.1171805
300	0.0599733	0.0481098	0.0012636	0.5582470	0.0993943	0.8036597	0.6867340	0.1069555	0.2197308	0.1113498	0.0259513	0.5715287	0.1897075
350	0.0882239	0.0540278	0.0012412	0.4929039	0.0846239	0.7582921	0.7252707	0.0609124	0.1515791	0.0817516	0.0181640	0.6569317	0.1141073
400	0.0729495	0.0309632	0.0003743	0.5425401	0.1160078	0.7567188	0.7273428	0.0684363	0.1275155	0.0839943	0.0226848	0.6339078	0.1766516
450	0.1101753	0.0149936	0.0003861	0.5092504	0.1342410	0.6288971	0.8318852	0.0859232	0.1095228	0.0714166	0.0117672	0.7246509	0.1346720
500	0.0795138	0.0202771	0.0000074	0.5760089	0.0981489	0.7184001	0.7899255	0.1434028	0.1248725	0.1207247	0.0345850	0.5929784	0.0971911
550	0.0533409	0.0495128	0.0395945	0.6063133	0.1147588	0.5843033	0.7777369	0.1733478	0.1870590	0.1598361	0.1367278	0.5794946	0.1150283
600	0.0799158	0.0254604	0.0715124	0.6229241	0.1821092	0.7230812	0.8733608	0.2032163	0.2720254	0.1428472	0.1897761	0.4861637	0.1659661
650	0.0486902	0.0477759	0.0970001	0.5552481	0.1093101	0.8481470	0.7297652	0.2554951	0.2962291	0.2271606	0.2918559	0.4039716	0.1520447
700	0.0993383	0.0493631	0.0936377	0.4615272	0.1050122	0.6905941	0.7501854	0.1699986	0.2927989	0.1244388	0.3597300	0.5042008	0.1365922
750	0.1313293	0.0596181	0.1464372	0.4507951	0.1318024	0.7671730	0.8691342	0.1291402	0.2476078	0.2078958	0.3381855	0.4867614	0.1853456
800	0.0862340	0.0327440	0.1461113	0.4360309	0.0942636	0.6352427	0.6602109	0.1733823	0.4592359	0.2465352	0.2455011	0.4889998	0.1896432
850	0.0515388	0.0268916	0.0674398	0.6118272	0.1039601	0.7805321	0.8397263	0.1727776	0.3653291	0.1785209	0.3419724	0.5077493	0.2094189
900	0.0770141	0.0293033	0.0737040	0.3974191	0.1079169	0.7673870	0.7621468	0.1810829	0.3947924	0.2377565	0.3502873	0.5702547	0.2348226
950	0.0737451	0.0450168	0.1385578	0.4891934	0.0460097	0.7985598	0.6980568	0.1407619	0.4373025	0.1725033	0.4167206	0.5807714	0.1689985
1000	0.0373397	0.0238498	0.1059419	0.4685805	0.0909051	0.7827157	0.8373886	0.1738781	0.3506405	0.2459407	0.4057962	0.5383376	0.1372342

0	0.1100251	0.0221527	0.0992356	0.5032289	0.1118622	0.7542250	0.6825178	0.1647513	0.4660636	0.2165290	0.3426402	0.5512014	0.1777591
50	0.0370487	0.2031260	0.0648793	0.3482408	0.0810110	0.7086903	0.6910348	0.1923002	0.5792667	0.2320769	0.2113097	0.5854820	0.1127627
100	0.0832559	0.2222264	0.0779527	0.1761221	0.0343778	0.6004746	0.8820203	0.1699958	0.6294770	0.2339839	0.0788530	0.5875649	0.0862447
150	0.0875696	0.2933152	0.0546899	0.0784901	0.0129899	0.7658594	1.0053515	0.1513157	0.6319012	0.2201345	0.0467325	0.4822472	0.0127217
200	0.0434509	0.3121633	0.0324431	0.0155292	0.0128176	0.6576545	0.9495526	0.2017766	0.6062300	0.2639903	0.0202761	0.4456178	0.0420698
250	0.0308164	0.3481136	0.1334952	0.0202608	0.0007276	0.7761981	0.8672360	0.1745932	0.6474552	0.2352704	0.0116221	0.4260172	0.0195741
300	0.0598507	0.2699482	0.1236731	0.0078090	0.0003459	0.8525013	0.7719885	0.1960355	0.7219320	0.2109506	0.0275980	0.3434878	0.0422260
350	0.0628572	0.3029215	0.0968545	0.0006485	0.0008469	0.7564089	0.8373548	0.1565698	0.6640083	0.1801200	0.0257864	0.3687544	0.0383670
400	0.0565031	0.3145267	0.0764531	0.0110964	0.0047270	0.7011140	0.8904717	0.1320265	0.6654409	0.1568794	0.0150854	0.5199650	0.0171454
450	0.0909185	0.2997128	0.1065574	0.0001597	0.0082911	0.6138322	0.8642787	0.1799481	0.6068294	0.1588147	0.0728660	0.4901977	0.0358183
500	0.0519421	0.2991474	0.0500766	0.0042909	0.0014208	0.6201016	0.8468642	0.2379908	0.6747327	0.2427478	0.0453023	0.4207432	0.0149260
550	0.0361634	0.2409469	0.0799587	0.1699305	0.0475285	0.7756173	0.8224899	0.1215531	0.5115183	0.2127240	0.2163859	0.4612871	0.0774962
600	0.0921694	0.0798059	0.0839058	0.3647920	0.0495934	0.7820491	0.8602187	0.0828074	0.4101186	0.1467997	0.2518522	0.5449282	0.1452144
650	0.1646056	0.0316675	0.0744934	0.5470845	0.0746237	0.7945697	0.7472530	0.1426801	0.4986264	0.2080900	0.2607462	0.4554974	0.1636119
700	0.0997091	0.0422925	0.0537447	0.4613601	0.0946335	0.5841284	0.9016220	0.1576182	0.4138047	0.2177653	0.3028197	0.5542247	0.1250084
750	0.0677450	0.0336485	0.0721504	0.4981025	0.1045866	0.6999254	0.8961426	0.1852254	0.4150141	0.1717634	0.3546640	0.5204370	0.1393868
800	0.1095792	0.0491816	0.1516530	0.5216893	0.1562030	0.8414540	0.8673393	0.1227004	0.5266836	0.1496687	0.3450523	0.5726740	0.1518218
850	0.1208417	0.0255091	0.0868556	0.4555288	0.1142657	0.7796659	0.7617050	0.2092871	0.3637229	0.1656470	0.2831330	0.6685001	0.1105146
900	0.0918091	0.0205933	0.1109807	0.4962529	0.0476024	0.7129758	0.7100050	0.1508338	0.5423150	0.1114898	0.3964487	0.5317679	0.1255538
950	0.0514702	0.0504314	0.0325297	0.4941477	0.0892124	0.6632255	0.8341353	0.1344361	0.2842576	0.1366292	0.2620390	0.6153956	0.1062276
1000	0.0590405	0.0389408	0.1021126	0.5542828	0.0784918	0.7054768	0.7885452	0.1669382	0.4191983	0.1376085	0.3327324	0.4915873	0.1732413

0	0.0888218	0.0243177	0.0831148	0.6057056	0.0847900	0.6495242	0.7251785	0.2351113	0.3966786	0.1892600	0.4507345	0.6751593	0.1927298
50	0.0633504	0.0272523	0.0414924	0.4364456	0.0668932	0.9200279	0.6794681	0.1176101	0.3256917	0.1827083	0.2447358	0.4992626	0.1615418
100	0.0579580	0.0253845	0.0168185	0.2890393	0.0743619	0.7293756	0.6952354	0.1939263	0.3536215	0.1500547	0.1589484	0.4597531	0.1844138
150	0.0786385	0.0523403	0.0082773	0.2659891	0.0391582	0.6392862	0.5847566	0.1230605	0.4065007	0.1098089	0.0993621	0.5643707	0.1730836
200	0.1206486	0.0280235	0.0000956	0.3381979	0.0328462	0.6030639	0.5618182	0.1638898	0.1894303	0.1654561	0.0787703	0.4164812	0.1692121
250	0.1106280	0.0068595	0.0001766	0.2422940	0.0348901	0.7599069	0.5061076	0.1336219	0.3092151	0.1406620	0.0501183	0.3363177	0.1899376
300	0.1333258	0.0162174	0.0002263	0.2634632	0.0920260	0.7146882	0.5648128	0.0926883	0.1652658	0.1550175	0.0695292	0.3239595	0.1654969
350	0.2976469	0.0371204	0.0014919	0.4196274	0.1308315	0.6039842	0.4467139	0.0728454	0.1746756	0.2225277	0.0685623	0.3832716	0.1166768
400	0.2271954	0.0148770	0.0026464	0.3714662	0.0724510	0.5933872	0.3957683	0.1413603	0.2022490	0.3234741	0.0622955	0.3639782	0.0425605
450	0.2402230	0.0410284	0.0002226	0.3325626	0.0812538	0.4502080	0.3972430	0.1902457	0.3190233	0.2572362	0.0842765	0.2473751	0.0806058
500	0.1502667	0.1012000	0.0026928	0.4678216	0.1120309	0.6487513	0.4470437	0.1973723	0.3577120	0.2908037	0.0797991	0.3689001	0.0921344
550	0.1659115	0.0814499	0.0376408	0.4629666	0.1923244	0.5648926	0.5338302	0.1896101	0.4732186	0.2936595	0.1804469	0.4197572	0.0736787
600	0.0987042	0.0443478	0.0753321	0.5213450	0.1409479	0.5993951	0.7059870	0.2189600	0.6143317	0.1733625	0.2559418	0.4516286	0.1288980
650	0.0792899	0.0583430	0.0918092	0.5310093	0.1543639	0.7085535	0.8465318	0.3303587	0.6605623	0.3057773	0.3089634	0.4002734	0.1304560
700	0.0753251	0.0353341	0.0843737	0.6174330	0.1411146	0.6593581	0.8498696	0.2112737	0.7103065	0.2507349	0.3639711	0.4137307	0.1574420
750	0.1053627	0.0276562	0.1635702	0.6580620	0.0814664	0.6587436	0.9079356	0.1936346	0.4874845	0.2838258	0.3329636	0.4966218	0.1168910
800	0.0708917	0.0447810	0.0851655	0.5552987	0.0580205	0.6553340	0.9098221	0.1729769	0.6470812	0.3021290	0.3324385	0.4327202	0.1649283
850	0.0533129	0.0662385	0.0659953	0.5941376	0.0654024	0.6360085	0.8546277	0.1821454	0.6360204	0.2857455	0.3845215	0.4084044	0.1846620
900	0.0587800	0.0992641	0.0924494	0.6791728	0.0814976	0.6681155	0.8001676	0.1752794	0.5307940	0.2713274	0.3019970	0.5331893	0.1325012
950	0.0723403	0.0533275	0.0605648	0.5619759	0.0662265	0.6135621	0.6998681	0.1715280	0.5613067	0.2523302	0.3230501	0.5648996	0.1618884
1000	0.0846953	0.0652797	0.0757940	0.5579885	0.1818309	0.7263092	0.8089190	0.1313089	0.5335298	0.1640056	0.3549695	0.6032755	0.1489581

0	0.0754020	0.0236969	0.0915826	0.5861109	0.0688719	0.6890335	0.8407645	0.1294475	0.4151010	0.1621641	0.4009100	0.5173923	0.1581038
50	0.0982033	0.0773172	0.0942244	0.5318050	0.1257203	0.7942688	0.8039032	0.1746192	0.4934650	0.1509278	0.4848463	0.5027303	0.0600058
100	0.0535109	0.0253655	0.0765079	0.5055872	0.1125971	0.7119019	0.6197880	0.0739421	0.3597367	0.1834683	0.4336421	0.4811188	0.1059598
