G4	G3	G14	G13	G1	G12	G0	G11	G10	G8	G7	G6	G5
0.0000000	0.0382888	0.1195104	0.7900786	0.0956170	0.8734850	1.0007299	0.1991848	0.7007381	0.2940124	0.4200576	0.6467942	0.1680427
0.0711876	0.0000000	0.0872520	0.6168164	0.1321939	0.8857245	1.0065017	0.2626947	0.7489022	0.2508149	0.4610647	0.6476552	0.2297308
0.1082954	0.0359953	0.0000000	0.7232803	0.1381124	0.9452123	0.9797297	0.1973592	0.6158338	0.2515315	0.4968061	0.7190275	0.1994464
0.1242604	0.0404155	0.1042521	0.0000000	0.1194187	0.8682248	1.0294972	0.2277994	0.7583050	0.2323583	0.4383258	0.7480546	0.2069405
0.1034425	0.0354644	0.1056273	0.6513301	0.0000000	0.9202221	1.0281933	0.2042681	0.6450170	0.2387582	0.5144859	0.7769336	0.1823742
0.1139416	0.0331981	1.0382480	0.9516251	0.1047238	0.0000000	1.0573477	0.3808897	1.0279456	0.5248156	0.4015001	0.6751703	0.1672165
1.0454911	0.7686201	1.0559067	0.7384954	0.9964609	0.2346099	0.0000000	0.9482673	0.6606410	0.9763491	1.0057760	0.2304702	0.3388237
0.0952266	0.0630941	0.1172452	0.6733415	0.1148346	0.8913293	0.9767273	0.0000000	0.5915999	0.2649624	0.4352702	0.7047521	0.1848844
0.0660588	0.0560983	0.1023861	0.6400430	0.1280973	0.9015051	1.0961261	0.2249212	0.0000000	0.2680409	0.4653891	0.7410980	0.2213357
1.0709693	0.0496572	0.1301383	0.8043648	0.1495016	0.7837053	1.0414622	0.0000825	0.0667395	0.0000000	0.8554111	0.6342759	0.0047199
0.1262401	0.0439772	0.1202906	0.6542960	0.1408771	0.9713417	1.0609472	0.1912095	0.5426965	0.2267372	0.0000000	0.4933988	0.2163374
0.0671271	0.0429568	0.0964863	0.7127936	0.1248195	0.8468414	1.0768965	0.2523848	0.7158499	0.3166790	0.4031394	0.0000000	0.3042451
0.0913410	0.0506556	0.1019782	0.7184869	0.1078412	0.8640007	0.9347580	0.2341669	0.6840068	0.2754938	0.4392527	0.6225062	0.0000000
